n_s_i,density_s_i
11,0.21818181818181817
7,0.2857142857142857
18,0.19607843137254902
17,0.1323529411764706
19,0.14035087719298245
2,1
11,0.2909090909090909
21,0.17142857142857143
18,0.19607843137254902
17,0.17647058823529413
10,0.2
13,0.24358974358974358
21,0.12380952380952381
12,0.22727272727272727
38,0.10384068278805121
31,0.08817204301075268
4,0.5
11,0.2
10,0.2222222222222222
7,0.3333333333333333
8,0.32142857142857145
3,0.6666666666666666
6,0.33333333333333337
2,1
19,0.1286549707602339
98,0.0351357037660425
15,0.17142857142857143
20,0.21052631578947367
13,0.1923076923076923
20,0.14210526315789473
11,0.2
11,0.21818181818181817
11,0.21818181818181817
31,0.1075268817204301
20,0.2421052631578947
16,0.15833333333333333
21,0.14285714285714285
8,0.39285714285714285
6,0.4
9,0.3888888888888889
2,1
42,0.07897793263646923
12,0.19696969696969696
5,0.3
11,0.2545454545454545
18,0.1503267973856209
9,0.3888888888888889
13,0.3846153846153846
8,0.42857142857142855
12,0.2424242424242424
9,0.25
10,0.37777777777777777
22,0.18181818181818182
17,0.15441176470588236
26,0.12923076923076923
9,0.3611111111111111
14,0.23076923076923078
12,0.21212121212121213
7,0.3333333333333333
21,0.11904761904761904
19,0.14035087719298245
13,0.21794871794871795
10,0.3111111111111111
6,0.4666666666666667
23,0.12648221343873517
31,0.13763440860215054
7,0.5714285714285714
18,0.19607843137254902
18,0.36601307189542487
10,0.2
18,0.17647058823529413
17,0.27205882352941174
17,0.16911764705882354
19,0.14619883040935674
7,0.5238095238095238
16,0.3
10,0.26666666666666666
14,0.25274725274725274
14,0.19780219780219782
12,0.2424242424242424
12,0.2727272727272727
39,0.16194331983805668
3,0.6666666666666666
18,0.16993464052287582
8,0.2857142857142857
9,0.3055555555555556
11,0.18181818181818182
6,0.33333333333333337
8,0.35714285714285715
9,0.25
12,0.3484848484848485
7,0.3333333333333333
9,0.5555555555555556
19,0.14619883040935674
13,0.24358974358974358
29,0.1059113300492611
8,0.25
17,0.25
27,0.1111111111111111
24,0.13768115942028986
15,0.26666666666666666
19,0.19883040935672514
4,0.6666666666666666
20,0.1631578947368421
5,0.4
17,0.1323529411764706
11,0.3090909090909091
14,0.1758241758241758
10,0.2888888888888889
16,0.15
24,0.18115942028985507
22,0.15151515151515152
30,0.10574712643678162
11,0.21818181818181817
9,0.3055555555555556
4,0.5
27,0.09116809116809116
16,0.16666666666666666
15,0.21904761904761907
23,0.10671936758893281
8,0.35714285714285715
27,0.07977207977207977
10,0.2888888888888889
16,0.15833333333333333
5,0.4
25,0.14333333333333334
3,0.6666666666666666
9,0.2777777777777778
34,0.11229946524064172
10,0.2888888888888889
3,0.6666666666666666
9,0.3333333333333333
26,0.13538461538461538
11,0.2727272727272727
16,0.25
8,0.35714285714285715
22,0.12554112554112554
10,0.2222222222222222
12,0.2727272727272727
13,0.1794871794871795
7,0.4285714285714286
19,0.1111111111111111
19,0.12280701754385966
35,0.08067226890756303
22,0.09090909090909091
15,0.24761904761904763
15,0.2380952380952381
15,0.13333333333333333
3,0.6666666666666666
2,1
9,0.25
16,0.16666666666666666
10,0.24444444444444446
17,0.14705882352941177
11,0.2
20,0.12631578947368421
15,0.17142857142857143
9,0.2777777777777778
17,0.125
16,0.21666666666666667
17,0.14705882352941177
12,0.16666666666666666
3,0.6666666666666666
4,0.5
16,0.16666666666666666
9,0.3611111111111111
10,0.2
5,0.4
3,0.6666666666666666
5,0.4
20,0.09999999999999999
25,0.08
9,0.2777777777777778
4,0.5
10,0.17777777777777778
8,0.2857142857142857
11,0.21818181818181817
12,0.18181818181818182
17,0.11764705882352941
12,0.16666666666666666
18,0.1111111111111111
11,0.18181818181818182
11,0.2
6,0.33333333333333337
19,0.12280701754385966
11,0.2
10,0.2
14,0.1758241758241758
14,0.14285714285714285
11,0.2
11,0.18181818181818182
9,0.25
16,0.11666666666666667
4,0.5
14,0.1758241758241758
15,0.13333333333333333
13,0.1923076923076923
8,0.2857142857142857
6,0.4666666666666667
11,0.21818181818181817
21,0.10952380952380954
7,0.2857142857142857
15,0.18095238095238095
6,0.33333333333333337
17,0.13970588235294118
7,0.2857142857142857
9,0.2222222222222222
26,0.08307692307692309
15,0.15238095238095237
24,0.11594202898550723
8,0.25
7,0.2857142857142857
17,0.1323529411764706
9,0.2777777777777778
6,0.33333333333333337
9,0.25
18,0.1111111111111111
2,1
11,0.21818181818181817
4,0.5
9,0.25
13,0.15384615384615385
9,0.3055555555555556
21,0.11904761904761904
9,0.3611111111111111
4,0.6666666666666666
8,0.25
3,0.6666666666666666
15,0.19047619047619047
15,0.1619047619047619
14,0.15384615384615385
6,0.33333333333333337
12,0.13636363636363635
13,0.1794871794871795
14,0.1758241758241758
10,0.24444444444444446
10,0.2
10,0.26666666666666666
12,0.2424242424242424
9,0.2777777777777778
16,0.14166666666666666
22,0.12554112554112554
20,0.11578947368421054
15,0.14285714285714285
10,0.3111111111111111
18,0.13725490196078433
18,0.14379084967320263
5,0.4
8,0.25
20,0.1105263157894737
10,0.2
11,0.2545454545454545
13,0.1923076923076923
8,0.25
11,0.2
11,0.18181818181818182
16,0.13333333333333333
18,0.13725490196078433
5,0.4
13,0.1794871794871795
21,0.10952380952380954
4,0.5
13,0.1923076923076923
8,0.25
23,0.1383399209486166
23,0.09486166007905138
13,0.1923076923076923
22,0.08658008658008658
13,0.15384615384615385
13,0.1923076923076923
3,0.6666666666666666
8,0.2857142857142857
9,0.2222222222222222
10,0.26666666666666666
3,1
5,0.4
10,0.2222222222222222
10,0.2
12,0.2424242424242424
2,1
15,0.17142857142857143
14,0.1758241758241758
8,0.25
8,0.25
20,0.15263157894736842
6,0.4
19,0.12280701754385966
18,0.11764705882352941
10,0.2222222222222222
11,0.16363636363636364
10,0.2
65,0.040865384615384616
21,0.10952380952380954
19,0.11695906432748537
23,0.09486166007905138
12,0.16666666666666666
14,0.14285714285714285
19,0.09941520467836257
13,0.16666666666666666
14,0.12087912087912088
14,0.15384615384615385
11,0.18181818181818182
12,0.16666666666666666
9,0.25
5,0.4
13,0.16666666666666666
12,0.18181818181818182
9,0.2222222222222222
9,0.2222222222222222
4,0.5
6,0.33333333333333337
3,0.6666666666666666
15,0.14285714285714285
10,0.2
13,0.15384615384615385
16,0.10833333333333334
11,0.21818181818181817
7,0.2857142857142857
13,0.15384615384615385
5,0.4
16,0.13333333333333333
19,0.12280701754385966
4,0.5
12,0.22727272727272727
9,0.2222222222222222
12,0.18181818181818182
3,0.6666666666666666
19,0.14619883040935674
13,0.1794871794871795
11,0.2
9,0.25
11,0.18181818181818182
17,0.11764705882352941
6,0.33333333333333337
9,0.2777777777777778
13,0.16666666666666666
14,0.16483516483516483
13,0.1794871794871795
23,0.08695652173913043
17,0.125
34,0.08912655971479501
27,0.09971509971509972
14,0.15384615384615385
19,0.10526315789473684
15,0.14285714285714285
10,0.2
12,0.18181818181818182
11,0.21818181818181817
15,0.18095238095238095
11,0.2909090909090909
24,0.10507246376811594
10,0.2222222222222222
15,0.15238095238095237
18,0.1568627450980392
35,0.07899159663865546
9,0.2222222222222222
37,0.07657657657657657
13,0.1794871794871795
42,0.06504065040650406
29,0.07881773399014778
14,0.2087912087912088
6,0.4
17,0.11764705882352941
5,0.4
30,0.08505747126436781
11,0.21818181818181817
13,0.1923076923076923
15,0.18095238095238095
8,0.2857142857142857
8,0.2857142857142857
35,0.0773109243697479
16,0.175
13,0.1923076923076923
11,0.21818181818181817
9,0.3055555555555556
26,0.08923076923076924
13,0.20512820512820515
11,0.2
10,0.2222222222222222
9,0.2777777777777778
4,0.5
15,0.2380952380952381
3,0.6666666666666666
11,0.2363636363636364
16,0.2
11,0.34545454545454546
13,0.3846153846153846
13,0.2692307692307692
6,0.33333333333333337
15,0.3523809523809524
27,0.14245014245014245
44,0.07293868921775898
41,0.08780487804878048
31,0.15053763440860216
14,0.25274725274725274
10,0.35555555555555557
20,0.18947368421052632
26,0.19384615384615383
21,0.20952380952380953
23,0.17391304347826086
19,0.16374269005847952
13,0.25641025641025644
13,0.21794871794871795
28,0.10846560846560846
8,0.25
23,0.15019762845849802
3,1
23,0.20948616600790515
35,0.08403361344537816
26,0.09538461538461539
19,0.14619883040935674
15,0.17142857142857143
22,0.11255411255411256
13,0.16666666666666666
17,0.19852941176470587
18,0.1568627450980392
9,0.2222222222222222
12,0.16666666666666666
5,0.5
13,0.23076923076923075
16,0.24166666666666667
14,0.21978021978021978
7,0.2857142857142857
17,0.27205882352941174
28,0.1402116402116402
22,0.15151515151515152
12,0.3484848484848485
11,0.38181818181818183
13,0.21794871794871795
19,0.16959064327485382
25,0.11666666666666665
19,0.25146198830409355
7,0.4285714285714286
19,0.12280701754385966
14,0.1868131868131868
16,0.16666666666666666
11,0.32727272727272727
7,0.2857142857142857
25,0.14666666666666667
16,0.21666666666666667
28,0.1164021164021164
21,0.23333333333333334
23,0.13043478260869565
18,0.22875816993464052
18,0.23529411764705882
21,0.10952380952380954
21,0.15714285714285714
22,0.2121212121212121
20,0.17894736842105263
26,0.12923076923076923
6,0.33333333333333337
13,0.32051282051282054
16,0.2
20,0.15263157894736842
17,0.19117647058823528
16,0.15
12,0.21212121212121213
22,0.20779220779220778
22,0.27705627705627706
16,0.19166666666666668
15,0.2095238095238095
19,0.13450292397660818
12,0.28787878787878785
12,0.18181818181818182
13,0.23076923076923075
14,0.16483516483516483
13,0.1923076923076923
13,0.15384615384615385
22,0.09956709956709957
17,0.125
18,0.1568627450980392
9,0.2222222222222222
7,0.2857142857142857
25,0.14666666666666667
14,0.21978021978021978
12,0.30303030303030304
20,0.12105263157894736
21,0.1380952380952381
12,0.18181818181818182
14,0.21978021978021978
12,0.19696969696969696
21,0.19523809523809524
20,0.12105263157894736
12,0.22727272727272727
10,0.26666666666666666
18,0.17647058823529413
16,0.16666666666666666
10,0.2
12,0.25757575757575757
10,0.3111111111111111
9,0.2222222222222222
17,0.21323529411764705
30,0.08735632183908046
12,0.30303030303030304
11,0.34545454545454546
16,0.2916666666666667
23,0.1225296442687747
15,0.2095238095238095
19,0.2280701754385965
20,0.18947368421052632
29,0.1354679802955665
18,0.28104575163398693
17,0.20588235294117646
12,0.42424242424242425
16,0.2916666666666667
4,0.5
2,1
7,0.4285714285714286
9,0.3611111111111111
9,0.3611111111111111
10,0.26666666666666666
5,0.4
43,0.08416389811738649
14,0.14285714285714285
7,0.2857142857142857
17,0.15441176470588236
27,0.09116809116809116
21,0.12380952380952381
45,0.07575757575757576
10,0.26666666666666666
3,0.6666666666666666
19,0.09941520467836257
4,0.5
4,0.5
2,1
12,0.21212121212121213
18,0.13725490196078433
4,0.5
10,0.26666666666666666
25,0.08
2,1
8,0.25
17,0.125
8,0.25
2,1
17,0.1323529411764706
2,1
5,0.4
14,0.14285714285714285
3,0.6666666666666666
6,0.33333333333333337
35,0.0773109243697479
13,0.1923076923076923
17,0.14705882352941177
28,0.09788359788359788
20,0.16842105263157894
3,0.6666666666666666
4,0.5
11,0.2
9,0.25
19,0.12280701754385966
19,0.15204678362573099
10,0.2222222222222222
5,0.4
10,0.24444444444444446
24,0.10144927536231885
12,0.18181818181818182
16,0.13333333333333333
38,0.10384068278805121
14,0.16483516483516483
2,1
29,0.14532019704433496
6,0.4
17,0.13970588235294118
9,0.25
13,0.14102564102564102
19,0.10526315789473684
10,0.17777777777777778
16,0.13333333333333333
12,0.19696969696969696
19,0.10526315789473684
37,0.057057057057057055
11,0.18181818181818182
25,0.08333333333333333
19,0.1111111111111111
12,0.16666666666666666
5,0.4
9,0.2222222222222222
28,0.1111111111111111
3,0.6666666666666666
18,0.1568627450980392
30,0.1264367816091954
12,0.37878787878787884
19,0.1929824561403509
7,0.4285714285714286
14,0.24175824175824176
14,0.19780219780219782
40,0.07435897435897436
15,0.21904761904761907
3,0.6666666666666666
10,0.3111111111111111
12,0.2424242424242424
17,0.15441176470588236
4,0.5
17,0.16911764705882354
14,0.16483516483516483
15,0.19999999999999998
7,0.2857142857142857
9,0.2777777777777778
16,0.14166666666666666
13,0.16666666666666666
14,0.15384615384615385
15,0.13333333333333333
32,0.09475806451612903
16,0.225
33,0.08712121212121213
9,0.3888888888888889
5,0.6
23,0.12648221343873517
12,0.2424242424242424
22,0.09956709956709957
17,0.15441176470588236
17,0.15441176470588236
3,0.6666666666666666
10,0.2222222222222222
19,0.11695906432748537
2,1
18,0.1568627450980392
13,0.1923076923076923
13,0.1794871794871795
10,0.2222222222222222
17,0.14705882352941177
25,0.09333333333333334
11,0.2545454545454545
18,0.14379084967320263
37,0.08408408408408409
14,0.2087912087912088
8,0.25
9,0.2222222222222222
11,0.2545454545454545
9,0.25
7,0.2857142857142857
22,0.1645021645021645
9,0.25
17,0.18382352941176472
6,0.4
4,0.5
7,0.2857142857142857
4,0.5
3,0.6666666666666666
7,0.3333333333333333
10,0.2
4,0.5
7,0.3333333333333333
15,0.12380952380952381
3,0.6666666666666666
4,0.5
28,0.08730158730158731
76,0.04491228070175438
28,0.12962962962962962
28,0.08730158730158731
9,0.3611111111111111
27,0.10826210826210826
7,0.4285714285714286
20,0.17368421052631577
4,0.6666666666666666
10,0.3333333333333333
14,0.21978021978021978
8,0.4642857142857143
11,0.5636363636363637
13,0.1923076923076923
5,0.6
10,0.3111111111111111
12,0.21212121212121213
25,0.18999999999999997
6,0.5333333333333333
9,0.3333333333333333
17,0.16176470588235295
21,0.1619047619047619
27,0.08547008547008547
18,0.1568627450980392
11,0.2727272727272727
16,0.25833333333333336
19,0.1871345029239766
27,0.12535612535612534
31,0.08172043010752689
7,0.4285714285714286
34,0.11764705882352941
13,0.21794871794871795
39,0.07557354925775979
51,0.07137254901960785
3,0.6666666666666666
13,0.24358974358974358
22,0.23376623376623376
31,0.1010752688172043
12,0.18181818181818182
17,0.15441176470588236
12,0.19696969696969696
12,0.30303030303030304
8,0.4642857142857143
19,0.2456140350877193
12,0.3181818181818182
19,0.19883040935672514
2,1
5,0.6
17,0.19852941176470587
14,0.24175824175824176
6,0.33333333333333337
11,0.2
9,0.3611111111111111
13,0.16666666666666666
24,0.15942028985507245
8,0.2857142857142857
23,0.11462450592885376
16,0.23333333333333334
3,1
12,0.30303030303030304
13,0.2948717948717949
17,0.2426470588235294
19,0.23976608187134504
19,0.16374269005847952
13,0.2948717948717949
23,0.1857707509881423
6,0.5333333333333333
37,0.0990990990990991
10,0.2222222222222222
26,0.13846153846153847
8,0.2857142857142857
20,0.11578947368421054
12,0.19696969696969696
19,0.16959064327485382
15,0.2095238095238095
18,0.2222222222222222
14,0.32967032967032966
16,0.25
11,0.41818181818181815
20,0.12631578947368421
11,0.2545454545454545
16,0.13333333333333333
17,0.2426470588235294
7,0.3333333333333333
30,0.11264367816091954
10,0.24444444444444446
13,0.20512820512820515
9,0.3888888888888889
15,0.19999999999999998
13,0.25641025641025644
12,0.2727272727272727
9,0.25
13,0.2692307692307692
15,0.18095238095238095
13,0.28205128205128205
11,0.38181818181818183
22,0.12554112554112554
16,0.20833333333333334
17,0.21323529411764705
19,0.16959064327485382
13,0.21794871794871795
9,0.3611111111111111
10,0.2
2,1
9,0.3888888888888889
12,0.3484848484848485
14,0.24175824175824176
25,0.09999999999999999
10,0.2
7,0.2857142857142857
13,0.3076923076923077
8,0.25
15,0.2857142857142857
10,0.26666666666666666
17,0.22794117647058823
17,0.25
17,0.22794117647058823
9,0.3333333333333333
7,0.3333333333333333
6,0.33333333333333337
9,0.2222222222222222
10,0.2
37,0.07357357357357358
26,0.08615384615384615
15,0.14285714285714285
12,0.22727272727272727
14,0.24175824175824176
16,0.2833333333333333
7,0.38095238095238093
12,0.3181818181818182
24,0.15217391304347827
24,0.09057971014492754
11,0.21818181818181817
17,0.11764705882352941
2,1
19,0.1286549707602339
16,0.175
14,0.14285714285714285
13,0.15384615384615385
23,0.1106719367588933
23,0.11857707509881422
3,0.6666666666666666
19,0.15789473684210525
13,0.25641025641025644
18,0.17647058823529413
18,0.13725490196078433
24,0.17391304347826086
17,0.19117647058823528
38,0.12091038406827881
6,0.5333333333333333
6,0.33333333333333337
16,0.16666666666666666
11,0.34545454545454546
15,0.2285714285714286
37,0.08408408408408409
16,0.18333333333333332
12,0.16666666666666666
20,0.1631578947368421
12,0.2424242424242424
15,0.18095238095238095
21,0.13333333333333333
16,0.125
9,0.2222222222222222
9,0.25
13,0.15384615384615385
3,0.6666666666666666
11,0.2
8,0.25
13,0.15384615384615385
13,0.15384615384615385
15,0.18095238095238095
4,0.5
2,1
2,1
21,0.08571428571428572
22,0.07359307359307359
24,0.07608695652173914
11,0.18181818181818182
6,0.5333333333333333
26,0.1323076923076923
15,0.18095238095238095
8,0.5
25,0.14666666666666667
9,0.2222222222222222
17,0.125
17,0.20588235294117646
16,0.18333333333333332
12,0.22727272727272727
9,0.3611111111111111
7,0.5714285714285714
11,0.3090909090909091
8,0.35714285714285715
9,0.2777777777777778
11,0.2363636363636364
17,0.22058823529411764
6,0.7333333333333333
11,0.3090909090909091
6,0.4666666666666667
2,1
22,0.1601731601731602
12,0.3484848484848485
7,0.4285714285714286
5,0.6
13,0.23076923076923075
17,0.16176470588235295
12,0.18181818181818182
15,0.14285714285714285
17,0.13970588235294118
12,0.2424242424242424
12,0.25757575757575757
12,0.2424242424242424
8,0.42857142857142855
13,0.23076923076923075
25,0.10333333333333333
7,0.3333333333333333
5,0.4
18,0.13071895424836602
13,0.1923076923076923
25,0.13333333333333333
15,0.1619047619047619
12,0.19696969696969696
16,0.19166666666666668
5,0.7
6,0.4666666666666667
3,0.6666666666666666
17,0.29411764705882354
13,0.21794871794871795
17,0.15441176470588236
13,0.20512820512820515
25,0.13
12,0.25757575757575757
12,0.21212121212121213
7,0.4285714285714286
8,0.35714285714285715
19,0.16959064327485382
10,0.26666666666666666
12,0.25757575757575757
12,0.21212121212121213
17,0.14705882352941177
27,0.07407407407407407
8,0.32142857142857145
10,0.2888888888888889
10,0.26666666666666666
17,0.17647058823529413
19,0.14619883040935674
22,0.12121212121212122
11,0.2
18,0.20261437908496732
9,0.3055555555555556
18,0.17647058823529413
8,0.35714285714285715
8,0.2857142857142857
5,0.4
32,0.09475806451612903
12,0.16666666666666666
15,0.14285714285714285
9,0.3611111111111111
12,0.21212121212121213
10,0.2
12,0.2727272727272727
12,0.25757575757575757
10,0.2222222222222222
22,0.1601731601731602
14,0.26373626373626374
11,0.21818181818181817
9,0.3055555555555556
12,0.2424242424242424
19,0.17543859649122806
16,0.15833333333333333
20,0.17894736842105263
24,0.14130434782608695
18,0.13725490196078433
14,0.1758241758241758
13,0.1923076923076923
13,0.16666666666666666
8,0.25
12,0.21212121212121213
13,0.23076923076923075
15,0.2761904761904762
2,1
3,0.6666666666666666
2,1
5,0.4
8,0.25
8,0.25
5,0.4
5,0.4
9,0.2222222222222222
7,0.2857142857142857
3,0.6666666666666666
5,0.4
20,0.12105263157894736
14,0.15384615384615385
11,0.18181818181818182
16,0.14166666666666666
34,0.07130124777183601
14,0.16483516483516483
7,0.2857142857142857
14,0.16483516483516483
33,0.07196969696969698
17,0.125
8,0.32142857142857145
8,0.2857142857142857
4,0.6666666666666666
16,0.125
13,0.16666666666666666
22,0.13852813852813853
17,0.16911764705882354
17,0.11764705882352941
8,0.32142857142857145
2,1
11,0.18181818181818182
5,0.4
7,0.38095238095238093
11,0.21818181818181817
10,0.2
17,0.1323529411764706
10,0.24444444444444446
10,0.2
20,0.09999999999999999
5,0.4
6,0.33333333333333337
10,0.2
8,0.25
18,0.1503267973856209
7,0.3333333333333333
9,0.2777777777777778
20,0.09999999999999999
6,0.26666666666666666
8,0.25
19,0.1286549707602339
12,0.16666666666666666
14,0.15384615384615385
12,0.16666666666666666
17,0.14705882352941177
8,0.25
7,0.3333333333333333
11,0.2
9,0.2222222222222222
6,0.4
8,0.25
14,0.10989010989010989
14,0.15384615384615385
15,0.17142857142857143
7,0.38095238095238093
9,0.25
10,0.24444444444444446
33,0.08333333333333333
19,0.15204678362573099
5,0.5
7,0.3333333333333333
11,0.2363636363636364
9,0.3055555555555556
23,0.1225296442687747
11,0.2
17,0.16176470588235295
15,0.1142857142857143
5,0.5
7,0.3333333333333333
4,0.6666666666666666
21,0.11904761904761904
19,0.16374269005847952
3,1
17,0.125
14,0.16483516483516483
27,0.10826210826210826
11,0.2
10,0.2888888888888889
7,0.4285714285714286
7,0.3333333333333333
16,0.19166666666666668
7,0.3333333333333333
8,0.2857142857142857
20,0.14736842105263157
12,0.18181818181818182
4,0.6666666666666666
3,1
3,0.6666666666666666
7,0.3333333333333333
7,0.3333333333333333
4,0.6666666666666666
15,0.14285714285714285
14,0.23076923076923078
13,0.23076923076923075
23,0.09881422924901186
15,0.18095238095238095
12,0.22727272727272727
16,0.15833333333333333
4,0.5
21,0.10476190476190476
21,0.18095238095238095
13,0.1923076923076923
8,0.2857142857142857
18,0.2222222222222222
17,0.15441176470588236
4,0.5
4,0.5
59,0.04149620105201636
59,0.04734073641145529
14,0.2857142857142857
19,0.14619883040935674
11,0.2727272727272727
17,0.125
11,0.16363636363636364
27,0.13675213675213674
41,0.05487804878048781
16,0.175
5,0.4
10,0.26666666666666666
9,0.3055555555555556
15,0.17142857142857143
5,0.5
33,0.0946969696969697
10,0.2888888888888889
8,0.25
7,0.3333333333333333
7,0.2857142857142857
24,0.14130434782608695
6,0.33333333333333337
24,0.13405797101449277
29,0.08866995073891626
22,0.09956709956709957
41,0.07804878048780488
6,0.33333333333333337
9,0.3055555555555556
6,0.4
25,0.09333333333333334
13,0.21794871794871795
13,0.15384615384615385
14,0.1868131868131868
22,0.11688311688311688
10,0.2222222222222222
9,0.2777777777777778
9,0.2777777777777778
11,0.21818181818181817
2,1
7,0.5238095238095238
8,0.32142857142857145
15,0.18095238095238095
9,0.2777777777777778
17,0.15441176470588236
8,0.35714285714285715
7,0.38095238095238093
6,0.4
10,0.4222222222222222
12,0.2424242424242424
28,0.10317460317460317
20,0.09999999999999999
2,1
13,0.2692307692307692
12,0.30303030303030304
3,0.6666666666666666
15,0.17142857142857143
25,0.13
26,0.11076923076923077
7,0.2857142857142857
13,0.16666666666666666
15,0.18095238095238095
12,0.21212121212121213
22,0.17316017316017315
15,0.2285714285714286
8,0.42857142857142855
2,1
3,1
6,0.33333333333333337
4,0.5
22,0.12987012987012986
20,0.11578947368421054
9,0.3055555555555556
8,0.2857142857142857
16,0.2
7,0.4761904761904762
4,0.5
17,0.19852941176470587
13,0.16666666666666666
11,0.18181818181818182
13,0.23076923076923075
33,0.058712121212121215
12,0.2424242424242424
18,0.13071895424836602
19,0.12280701754385966
10,0.4
16,0.24166666666666667
22,0.15151515151515152
7,0.38095238095238093
2,1
20,0.17894736842105263
12,0.2727272727272727
13,0.23076923076923075
12,0.28787878787878785
2,1
15,0.19047619047619047
6,0.33333333333333337
2,1
16,0.2
2,1
14,0.1868131868131868
16,0.11666666666666667
17,0.20588235294117646
24,0.15217391304347827
26,0.12615384615384614
7,0.38095238095238093
18,0.13071895424836602
7,0.2857142857142857
11,0.2
12,0.22727272727272727
10,0.2
6,0.4
14,0.15384615384615385
6,0.33333333333333337
4,0.5
18,0.12418300653594772
5,0.5
12,0.18181818181818182
13,0.15384615384615385
8,0.2857142857142857
3,0.6666666666666666
11,0.18181818181818182
15,0.1619047619047619
10,0.2222222222222222
2,1
6,0.33333333333333337
13,0.21794871794871795
9,0.2222222222222222
9,0.19444444444444445
6,0.33333333333333337
2,1
15,0.2571428571428572
9,0.3055555555555556
20,0.12631578947368421
12,0.18181818181818182
14,0.14285714285714285
12,0.16666666666666666
20,0.15789473684210525
17,0.16911764705882354
24,0.14130434782608695
25,0.09666666666666666
14,0.16483516483516483
11,0.2363636363636364
9,0.2777777777777778
16,0.175
12,0.15151515151515152
13,0.14102564102564102
6,0.4
11,0.2
15,0.18095238095238095
17,0.125
10,0.2222222222222222
16,0.13333333333333333
15,0.19999999999999998
17,0.16911764705882354
18,0.1568627450980392
15,0.19999999999999998
44,0.07399577167019027
8,0.5
22,0.10822510822510824
11,0.18181818181818182
29,0.07881773399014778
18,0.11764705882352941
12,0.16666666666666666
6,0.33333333333333337
6,0.33333333333333337
19,0.1286549707602339
13,0.15384615384615385
18,0.1503267973856209
10,0.2222222222222222
9,0.3055555555555556
16,0.15
10,0.2888888888888889
17,0.125
10,0.26666666666666666
15,0.19047619047619047
15,0.18095238095238095
10,0.2222222222222222
13,0.1923076923076923
12,0.3181818181818182
10,0.2222222222222222
10,0.26666666666666666
14,0.1868131868131868
13,0.1923076923076923
8,0.25
13,0.2692307692307692
30,0.08505747126436781
12,0.25757575757575757
13,0.1794871794871795
10,0.3333333333333333
10,0.24444444444444446
6,0.33333333333333337
14,0.19780219780219782
13,0.16666666666666666
10,0.3333333333333333
12,0.18181818181818182
20,0.1105263157894737
11,0.2363636363636364
6,0.4666666666666667
15,0.18095238095238095
11,0.21818181818181817
7,0.2857142857142857
11,0.2727272727272727
14,0.16483516483516483
26,0.08923076923076924
35,0.08403361344537816
13,0.23076923076923075
10,0.2222222222222222
16,0.24166666666666667
46,0.05603864734299517
18,0.14379084967320263
21,0.1285714285714286
16,0.20833333333333334
14,0.25274725274725274
12,0.22727272727272727
12,0.21212121212121213
58,0.04900181488203267
4,0.5
5,0.5
40,0.06538461538461537
47,0.07955596669750231
15,0.18095238095238095
30,0.1517241379310345
5,0.8
12,0.16666666666666666
24,0.09057971014492754
12,0.19696969696969696
10,0.24444444444444446
9,0.2777777777777778
5,0.5
9,0.2777777777777778
5,0.5
24,0.10507246376811594
3,0.6666666666666666
16,0.14166666666666666
8,0.32142857142857145
21,0.09523809523809523
25,0.12333333333333334
17,0.13970588235294118
10,0.24444444444444446
19,0.16959064327485382
13,0.20512820512820515
35,0.08907563025210084
10,0.3333333333333333
15,0.18095238095238095
9,0.25
2,1
21,0.09523809523809523
7,0.2857142857142857
10,0.2222222222222222
8,0.25
16,0.15833333333333333
3,1
9,0.19444444444444445
17,0.14705882352941177
11,0.2
9,0.25
5,0.4
5,0.4
10,0.3333333333333333
4,0.5
10,0.26666666666666666
10,0.24444444444444446
11,0.3090909090909091
11,0.2909090909090909
6,0.4
14,0.2087912087912088
15,0.19999999999999998
13,0.28205128205128205
18,0.17647058823529413
5,0.4
13,0.25641025641025644
9,0.2222222222222222
7,0.4285714285714286
15,0.18095238095238095
9,0.25
11,0.21818181818181817
14,0.23076923076923078
8,0.35714285714285715
12,0.2727272727272727
5,0.5
9,0.3611111111111111
9,0.25
17,0.14705882352941177
13,0.21794871794871795
23,0.12648221343873517
10,0.24444444444444446
18,0.20261437908496732
6,0.5333333333333333
6,0.4
9,0.3611111111111111
4,0.5
11,0.2909090909090909
9,0.3055555555555556
52,0.07088989441930618
28,0.12698412698412698
5,0.4
8,0.5357142857142857
46,0.09758454106280193
65,0.06442307692307692
22,0.19480519480519481
8,0.2857142857142857
8,0.39285714285714285
9,0.3333333333333333
27,0.09971509971509972
42,0.08943089430894309
19,0.15789473684210525
41,0.10975609756097562
37,0.1291291291291291
24,0.14855072463768115
26,0.16
13,0.23076923076923075
11,0.3090909090909091
13,0.358974358974359
23,0.1976284584980237
17,0.16911764705882354
23,0.1422924901185771
11,0.2545454545454545
4,0.5
19,0.13450292397660818
12,0.15151515151515152
5,0.4
9,0.2777777777777778
37,0.07057057057057056
27,0.09686609686609687
12,0.18181818181818182
17,0.13970588235294118
44,0.056025369978858354
15,0.1619047619047619
13,0.23076923076923075
11,0.2909090909090909
11,0.2
15,0.2095238095238095
12,0.2424242424242424
7,0.4285714285714286
13,0.1794871794871795
15,0.2095238095238095
26,0.15384615384615385
15,0.2095238095238095
6,0.4666666666666667
6,0.33333333333333337
28,0.10846560846560846
42,0.03832752613240418
9,0.2222222222222222
10,0.3333333333333333
13,0.24358974358974358
14,0.13186813186813187
